type      	subtype   	reward    	rate      	salary    	B_ENPV    	O_ENPV    	B_Risk%   	O_Risk%   	B_VaR     	O_VaR     	T_VaR     	B_CVaR    	O_CVaR    	T_CVaR    
tm        	0.55-0.48 	12175.9415	0.55      	2325.0868 	5106.90467225	5106.90467225	7.34672497	22.38814062	-5939.49417512	-8311.93863097	-14251.43280609	-7322.5083245	-9008.85066705	-16331.35899155
tm        	0.55-0.49 	11941.7887	0.55      	2373.5261 	5106.90467225	5106.90467225	7.5720959 	22.71230658	-6027.94930919	-8384.62008181	-14412.56939099	-7436.16473626	-9087.54646322	-16523.71119947
tm        	0.55-0.5  	11707.636 	0.55      	2421.9654 	5106.90467225	5106.90467225	7.7974681 	23.03689887	-6117.5876464	-8457.52786152	-14575.11550792	-7550.60560685	-9166.39935917	-16717.00496602
tm        	0.55-0.51 	11473.4833	0.55      	2470.4047 	5106.90467225	5106.90467225	8.02284147	23.36189242	-6208.3556097	-8530.65437827	-14739.00998797	-7665.7969628	-9245.40403587	-16911.20099867
tm        	0.55-0.52 	11239.3306	0.55      	2518.844  	5106.90467225	5106.90467225	8.24821592	23.68726407	-6300.20370283	-8603.99245067	-14904.1961535	-7781.70727683	-9324.55546482	-17106.26274165
tm        	0.55-0.53 	11005.1779	0.55      	2567.2833 	5106.90467225	5106.90467225	8.47359134	24.01299243	-6393.08607345	-8677.53527758	-15070.62135103	-7898.30722249	-9403.84888647	-17302.15610896
tm        	0.55-0.54 	10771.0251	0.55      	2615.7226 	5106.90467225	5106.90467225	8.69896766	24.33905768	-6486.96013632	-8751.27641072	-15238.23654704	-8015.56946007	-9483.27979065	-17498.84925072
tm        	0.55-0.55 	10536.8724	0.55      	2664.1619 	5106.90467225	5106.90467225	8.92434482	24.66544143	-6581.78624651	-8825.20972975	-15406.99597626	-8133.46844928	-9562.84389874	-17696.31234802
tm        	0.55-0.56 	10302.7197	0.55      	2712.6012 	5106.90467225	5106.90467225	9.14972274	24.99212664	-6677.5274146	-8899.32941955	-15576.85683415	-8251.98028435	-9642.5371475	-17894.51743185
tm        	0.55-0.57 	10068.567 	0.55      	2761.0406 	5106.90467225	5106.90467225	9.37510138	25.31909743	-6774.14905727	-8973.62994947	-15747.77900673	-8371.08254846	-9722.35567427	-18093.43822272
tm        	0.55-0.58 	9834.4143 	0.55      	2809.4799 	5106.90467225	5106.90467225	9.60048067	25.64633903	-6871.61877795	-9048.10605431	-15919.72483226	-8490.75418472	-9802.29580345	-18293.04998817
tm        	0.55-0.59 	9600.2615 	0.55      	2857.9192 	5106.90467225	5106.90467225	9.82586058	25.97383767	-6969.90617309	-9122.75271703	-16092.65889013	-8610.97538143	-9882.35403417	-18493.3294156
tm        	0.55-0.6  	9366.1088 	0.55      	2906.3585 	5106.90467225	5106.90467225	10.05124106	26.30158049	-7068.98266059	-9197.56515271	-16266.54781329	-8731.72746965	-9962.52702892	-18694.25449857
tm        	0.55-0.61 	9131.9561 	0.55      	2954.7978 	5106.90467225	5106.90467225	10.27662207	26.6295555	-7168.82132691	-9272.5387939	-16441.36012081	-8852.99283156	-10042.81160315	-18895.80443471
tm        	0.55-0.62 	8897.8034 	0.55      	3003.2371 	5106.90467225	5106.90467225	10.50200357	26.95775146	-7269.3967909	-9347.66927713	-16617.06606803	-8974.75481816	-10123.20471568	-19097.95953384
tm        	0.55-0.63 	8663.6507 	0.55      	3051.6764 	5106.90467225	5106.90467225	10.72738554	27.28615783	-7370.68508173	-9422.95243046	-16793.63751219	-9096.99767522	-10203.70345988	-19300.7011351
tm        	0.55-0.64 	8429.4979 	0.55      	3100.1157 	5106.90467225	5106.90467225	10.95276795	27.61476477	-7472.66352927	-9498.384262	-16971.04779128	-9219.70647645	-10284.30505553	-19504.01153198
tm        	0.55-0.65 	8195.3452 	0.55      	3148.555  	5106.90467225	5106.90467225	11.17815076	27.94356301	-7575.31066549	-9573.96094924	-17149.27161473	-9342.86706297	-10365.00684129	-19707.87390426
tm        	0.55-0.66 	7961.1925 	0.55      	3196.9943 	5106.90467225	5106.90467225	11.40353395	28.27254386	-7678.60613534	-9649.67882925	-17328.28496458	-9466.46598854	-10445.80626775	-19912.27225629
tm        	0.55-0.67 	7727.0398 	0.55      	3245.4336 	5106.90467225	5106.90467225	11.62891751	28.60169914	-7782.53061614	-9725.53438955	-17508.06500569	-9590.49046967	-10526.70089099	-20117.19136066
tm        	0.55-0.68 	7492.8871 	0.55      	3293.8729 	5106.90467225	5106.90467225	11.8543014	28.93102116	-7887.06574444	-9801.52425969	-17688.59000413	-9714.92834023	-10607.68836658	-20322.61670682
tm        	0.55-0.69 	7258.7343 	0.55      	3342.3123 	5106.90467225	5106.90467225	12.07968561	29.26050266	-7992.19404953	-9877.6452033	-17869.83925283	-9839.76801005	-10688.76644405	-20528.5344541
tm        	0.55-0.7  	7024.5816 	0.55      	3390.7516 	5106.90467225	5106.90467225	12.30507013	29.59013682	-8097.89889283	-9953.89411085	-18051.79300369	-9964.99842697	-10769.93296172	-20734.93138869
tm        	0.55-0.71 	6790.4289 	0.55      	3439.1909 	5106.90467225	5106.90467225	12.53045493	29.91991718	-8204.16441253	-10030.26799284	-18234.43240537	-10090.60904221	-10851.1858419	-20941.7948841
tm        	0.55-0.72 	6556.2762 	0.55      	3487.6302 	5106.90467225	5106.90467225	12.75584  	30.24983764	-8310.97547302	-10106.7639734	-18417.73944642	-10216.58977844	-10932.5230864	-21149.11286484
tm        	0.55-0.73 	6322.1235 	0.55      	3536.0695 	5106.90467225	5106.90467225	12.98122532	30.57989246	-8418.31761844	-10183.3792844	-18601.69690283	-10342.93100058	-11013.94277239	-21356.87377296
tm        	0.55-0.74 	6087.9707 	0.55      	3584.5088 	5106.90467225	5106.90467225	13.20661089	30.91007618	-8526.17703013	-10260.11125991	-18786.28829004	-10469.62348875	-11095.44304846	-21565.06653721
tm        	0.55-0.75 	5853.818  	0.55      	3632.9481 	5106.90467225	5106.90467225	13.43199669	31.24038366	-8634.54048739	-10336.95733103	-18971.49781841	-10596.65841349	-11177.02213101	-21773.6805445
tm        	0.55-0.76 	5619.6653 	0.55      	3681.3874 	5106.90467225	5106.90467225	13.6573827	31.57080999	-8743.39533141	-10413.91502102	-19157.31035242	-10724.02731271	-11258.67830083	-21982.70561354
tm        	0.55-0.77 	5385.5126 	0.55      	3729.8267 	5106.90467225	5106.90467225	13.88276892	31.90135056	-8852.72943197	-10490.98194078	-19343.71137275	-10851.72207052	-11340.40989988	-22192.1319704
tm        	0.55-0.78 	5151.3598 	0.55      	3778.266  	5106.90467225	5106.90467225	14.10815534	32.2282468	-8962.53115662	-10568.1557846	-19530.68694122	-10979.73489751	-11422.21532836	-22401.95022587
tm        	0.55-0.79 	4917.2071 	0.55      	3826.7053 	5106.90467225	5106.90467225	14.33354195	32.54688499	-9072.7893422	-10645.43432614	-19718.22366834	-11108.0583125	-11504.09304183	-22612.15135433
tm        	0.55-0.8  	4683.0544 	0.55      	3875.1446 	5106.90467225	5106.90467225	14.55892873	32.85755723	-9183.49326848	-10722.81541468	-19906.30868316	-11236.68512562	-11586.04154863	-22822.72667425
tm        	0.55-0.81 	4448.9017 	0.55      	3923.5839 	5106.90467225	5106.90467225	14.78431568	33.16055855	-9294.63263357	-10800.29697161	-20094.92960517	-11365.6084225	-11668.05940738	-23033.66782988
tm        	0.55-0.82 	4214.749  	0.55      	3972.0233 	5106.90467225	5106.90467225	15.0097028	33.45616959	-9406.19753125	-10877.87698707	-20284.07451831	-11494.82154966	-11750.14522464	-23244.9667743
tm        	0.55-0.83 	3980.5962 	0.55      	4020.4626 	5106.90467225	5106.90467225	15.23509007	33.74465747	-9518.17842969	-10955.55351686	-20473.73194655	-11624.31810078	-11832.29765273	-23456.61575352
tm        	0.55-0.84 	3746.4435 	0.55      	4068.9019 	5106.90467225	5106.90467225	15.46047749	34.02627659	-9630.56615182	-11033.3246795	-20663.89083133	-11754.09190398	-11914.51538766	-23668.60729164
tm        	0.55-0.85 	3512.2908 	0.55      	4117.3412 	5106.90467225	5106.90467225	15.68586505	34.30126939	-9743.35185685	-11111.1886534	-20854.54051024	-11884.13700984	-11996.79716718	-23880.93417703
tm        	0.55-0.86 	3278.1381 	0.55      	4165.7805 	5106.90467225	5106.90467225	15.91125274	34.569867 	-9856.52702309	-11189.14367425	-21045.67069734	-12014.44768034	-12079.14176895	-24093.58944929
tm        	0.55-0.87 	3043.9854 	0.55      	4214.2198 	5106.90467225	5106.90467225	16.13664057	34.83228995	-9970.08343196	-11267.18803259	-21237.27146454	-12145.01837834	-12161.54800877	-24306.56638711
tm        	0.55-0.88 	2809.8326 	0.55      	4262.6591 	5106.90467225	5106.90467225	16.36202852	35.08874875	-10084.0131529	-11345.32007139	-21429.33322429	-12275.84375786	-12244.01473899	-24519.85849685
tm        	0.55-0.89 	2575.6799 	0.55      	4311.0984 	5106.90467225	5106.90467225	16.58741659	35.33944442	-10198.30852932	-11423.5381839	-21621.84671322	-12406.91865487	-12326.54084692	-24733.45950179
tm        	0.55-0.9  	2341.5272 	0.55      	4359.5377 	5106.90467225	5106.90467225	16.81280477	35.58456908	-10312.96216543	-11501.84081152	-21814.80297695	-12538.23807871	-12409.12525337	-24947.36333208
tm        	0.55-0.91 	2107.3745 	0.55      	4407.977  	5106.90467225	5106.90467225	17.03819306	35.82430639	-10427.96691382	-11580.2264418	-22008.19335561	-12669.797204	-12491.76691129	-25161.56411528
tm        	0.55-0.92 	1873.2218 	0.55      	4456.4163 	5106.90467225	5106.90467225	17.26358146	36.05883202	-10543.31586386	-11658.69360657	-22202.00947043	-12801.59136299	-12574.46480438	-25376.05616737
tm        	0.55-0.93 	1639.069  	0.55      	4504.8556 	5106.90467225	5106.90467225	17.48896996	36.28831408	-10659.00233075	-11737.2408802	-22396.24321095	-12933.61603847	-12657.21794594	-25590.83398441
tm        	0.55-0.94 	1404.9163 	0.55      	4553.295  	5106.90467225	5106.90467225	17.71435856	36.51291355	-10775.01984527	-11815.86687782	-22590.88672309	-13065.86685696	-12740.02537761	-25805.89223457
tm        	0.55-0.95 	1170.7636 	0.55      	4601.7343 	5106.90467225	5106.90467225	17.93974725	36.7327846	-10891.36214406	-11894.57025376	-22785.93239782	-13198.33958237	-12822.88616826	-26021.22575064
tm        	0.55-0.96 	936.6109  	0.55      	4650.1736 	5106.90467225	5106.90467225	18.16513603	36.94807501	-11008.02316049	-11973.34970002	-22981.37286051	-13331.03011004	-12905.79941297	-26236.82952301
tm        	0.55-0.97 	702.4582  	0.55      	4698.6129 	5106.90467225	5106.90467225	18.39052489	37.15892644	-11124.99701605	-12052.20394481	-23177.20096086	-13463.93446099	-12988.76423193	-26452.69869293
tm        	0.55-0.98 	468.3054  	0.55      	4747.0522 	5106.90467225	5106.90467225	18.61591384	37.36547479	-11242.27801225	-12131.13175118	-23373.40976343	-13597.04877666	-13071.77976957	-26668.82854622
tm        	0.55-0.99 	234.1527  	0.55      	4795.4915 	5106.90467225	5106.90467225	18.84130287	37.56785043	-11359.86062292	-12210.13191568	-23569.9925386	-13730.36931376	-13154.84519355	-26885.21450731
tm        	0.55-1.0  	0.0       	0.55      	4843.9308 	5106.90467225	5106.90467225	19.06669198	37.76617857	-11477.7394869	-12289.20326712	-23766.94275402	-13863.89243955	-13237.95969398	-27101.85213353
cp        	0.56-0.0  	23160.272 	0.56      	0.0       	5106.90467225	5106.90467225	7.56597022	10.80710643	-5513.65137836	-5814.50935925	-11328.16073761	-6017.7835689	-6186.41133783	-12204.19490672
tm        	0.56-0.01 	22928.6693	0.56      	47.9118   	5106.90467225	5106.90467225	7.15354439	10.95322417	-5446.34171725	-5832.3140261	-11278.65574335	-5942.25526885	-6173.46750283	-12115.72277168
tm        	0.56-0.02 	22697.0666	0.56      	95.8236   	5106.90467225	5106.90467225	6.74131834	11.09934191	-5379.70135067	-5850.11869296	-11229.82004363	-5867.11485472	-6168.00675807	-12035.12161279
tm        	0.56-0.03 	22465.4639	0.56      	143.7354  	5106.90467225	5106.90467225	6.32933284	11.24545965	-5313.79807071	-5867.92335982	-11181.72143053	-5792.39699667	-6169.90613766	-11962.30313433
tm        	0.56-0.04 	22233.8612	0.56      	191.6472  	5106.90467225	5106.90467225	5.91764034	11.39157738	-5248.7129382	-5885.72802668	-11134.44096488	-5718.14236039	-6178.77919783	-11896.92155821
tm        	0.56-0.05 	22002.2584	0.56      	239.5589  	5106.90467225	5106.90467225	5.50630944	11.53769512	-5184.5444598	-5903.53269353	-11088.07715334	-5644.3992784	-6193.552205	-11837.95148341
tm        	0.56-0.06 	21770.6557	0.56      	287.4707  	5106.90467225	5106.90467225	5.09543137	11.68381286	-5121.41471089	-5921.33736039	-11042.75207128	-5571.22611192	-6214.46902289	-11785.69513481
tm        	0.56-0.07 	21539.053 	0.56      	335.3825  	5106.90467225	5106.90467225	4.68512995	11.82993059	-5059.47869106	-5939.14202724	-10998.6207183	-5498.69470842	-6242.29333766	-11740.98804608
tm        	0.56-0.08 	21307.4503	0.56      	383.2943  	5106.90467225	5106.90467225	4.27557692	11.97604833	-4998.93938631	-5957.20420467	-10956.14359098	-5426.89569168	-6277.3549642	-11704.25065588
tm        	0.56-0.09 	21075.8476	0.56      	431.2061  	5106.90467225	5106.90467225	3.86701656	12.12216607	-4940.07373064	-5981.01275358	-10921.08648422	-5355.94702954	-6319.27241705	-11675.21944659
tm        	0.56-0.1  	20844.2448	0.56      	479.1179  	5106.90467225	5106.90467225	3.45980607	12.2682838	-4883.28172956	-6011.30715879	-10894.58888835	-5286.00901956	-6366.40790067	-11652.41692023
tm        	0.56-0.11 	20612.6421	0.56      	527.0297  	5106.90467225	5106.90467225	3.05448403	12.41440154	-4829.19306774	-6046.66255971	-10875.85562745	-5217.31358051	-6417.52439177	-11634.83797228
tm        	0.56-0.12 	20381.0394	0.56      	574.9415  	5106.90467225	5106.90467225	2.6518897 	12.56051928	-4778.9578787	-6086.09001104	-10865.04788974	-5150.23280866	-6471.78749368	-11622.02030234
tm        	0.56-0.13 	20149.4367	0.56      	622.8532  	5106.90467225	5106.90467225	2.25337495	12.70695061	-4735.59504871	-6128.87418589	-10864.4692346	-5085.51551948	-6528.60771665	-11614.12323613
tm        	0.56-0.14 	19917.834 	0.56      	670.765   	5106.90467225	5106.90467225	1.8611814 	12.86970276	-4714.50578764	-6174.48016909	-10888.98595673	-5026.83812436	-6587.55275183	-11614.39087619
tm        	0.56-0.15 	19686.2312	0.56      	718.6768  	5106.90467225	5106.90467225	1.47908558	13.05412316	-4696.70112078	-6222.49687735	-10919.19799813	-4977.81458909	-6648.29572661	-11626.1103157
tm        	0.56-0.16 	19454.6285	0.56      	766.5886  	5106.90467225	5106.90467225	1.13072597	13.25614902	-4678.89645393	-6272.60110693	-10951.49756086	-4938.48519456	-6710.58314252	-11649.06833708
tm        	0.56-0.17 	19223.0258	0.56      	814.5004  	5106.90467225	5106.90467225	0.88693273	13.4726735	-4661.09178707	-6324.53379716	-10985.62558423	-4908.85422858	-6774.21416606	-11683.06839463
tm        	0.56-0.18 	18991.4231	0.56      	862.4122  	5106.90467225	5106.90467225	0.73668218	13.70128015	-4643.28712021	-6378.08384145	-11021.37096166	-4887.41044031	-6839.02677127	-11726.43721159
tm        	0.56-0.19 	18759.8204	0.56      	910.324   	5106.90467225	5106.90467225	0.6748157 	13.94006127	-4625.48245336	-6433.0767336	-11058.55918697	-4871.68185939	-6904.8881817	-11776.57004109
tm        	0.56-0.2  	18528.2176	0.56      	958.2358  	5106.90467225	5106.90467225	0.70728173	14.18749068	-4607.6777865	-6489.36640992	-11097.04419642	-4865.13082973	-6971.68810233	-11836.81893205
tm        	0.56-0.21 	18296.6149	0.56      	1006.1475 	5106.90467225	5106.90467225	0.8453606 	14.44233292	-4589.87311964	-6546.82926222	-11136.70238186	-4868.33581019	-7039.33381618	-11907.66962637
tm        	0.56-0.22 	18065.0122	0.56      	1054.0593 	5106.90467225	5106.90467225	1.05736674	14.70357714	-4572.06845279	-6605.35966096	-11177.42811376	-4881.11445809	-7107.74655949	-11988.86101759
tm        	0.56-0.23 	17833.4095	0.56      	1101.9711 	5106.90467225	5106.90467225	1.27436227	14.9703883	-4554.26378593	-6664.86655161	-11219.13033755	-4903.57358667	-7176.85879374	-12080.4323804
tm        	0.56-0.24 	17601.8068	0.56      	1149.8829 	5106.90467225	5106.90467225	1.49398925	15.24207054	-4536.45911908	-6725.27082815	-11261.72994722	-4935.72417803	-7246.61211981	-12182.33629784
tm        	0.56-0.25 	17370.204 	0.56      	1197.7947 	5106.90467225	5106.90467225	1.71543456	15.51803933	-4518.65445222	-6786.50327907	-11305.15773129	-4977.53037994	-7316.9556602	-12294.48604014
tm        	0.56-0.26 	17138.6013	0.56      	1245.7065 	5106.90467225	5106.90467225	1.9381797 	15.79780006	-4500.84978537	-6848.50296156	-11349.35274693	-5029.02866571	-7387.84478791	-12416.87345362
tm        	0.56-0.27 	16906.9986	0.56      	1293.6183 	5106.90467225	5106.90467225	2.16188169	16.08093141	-4483.04511851	-6911.21590037	-11394.26101888	-5090.18656108	-7459.24011618	-12549.42667726
tm        	0.56-0.28 	16675.3959	0.56      	1341.5301 	5106.90467225	5106.90467225	2.38630614	16.36707224	-4476.47612177	-6974.59403613	-11451.07015789	-5160.96826659	-7531.10668688	-12692.07495347
tm        	0.56-0.29 	16443.7932	0.56      	1389.4419 	5106.90467225	5106.90467225	2.61128817	16.65591122	-4502.75878331	-7038.5943674	-11541.35315071	-5238.6065302	-7603.41331214	-12842.01984234
tm        	0.56-0.3  	16212.1904	0.56      	1437.3536 	5106.90467225	5106.90467225	2.83670877	16.94717854	-4538.57055045	-7103.17824492	-11641.74879537	-5320.36005165	-7676.13203563	-12996.49208727
tm        	0.56-0.31 	15980.5877	0.56      	1485.2654 	5106.90467225	5106.90467225	3.06248016	17.2406392	-4581.1892058	-7168.31078644	-11749.49999224	-5405.51082092	-7749.23768802	-13154.74850894
tm        	0.56-0.32 	15748.985 	0.56      	1533.1772 	5106.90467225	5106.90467225	3.28853622	17.53608758	-4629.25236111	-7233.96038818	-11863.21274929	-5493.58362606	-7822.70751743	-13316.2911435
tm        	0.56-0.33 	15517.3823	0.56      	1581.089  	5106.90467225	5106.90467225	3.51482633	17.83334296	-4681.88748437	-7300.09831406	-11981.98579843	-5584.22640951	-7896.52088007	-13480.74728958
tm        	0.56-0.34 	15285.7795	0.56      	1629.0008 	5106.90467225	5106.90467225	3.74131107	18.13224592	-4738.47428133	-7366.69834834	-12105.17262966	-5677.16369572	-7970.65897956	-13647.82267528
tm        	0.56-0.35 	15054.1768	0.56      	1676.9126 	5106.90467225	5106.90467225	3.96795935	18.43265522	-4798.54363861	-7433.73650006	-12232.28013867	-5772.17237256	-8045.10464595	-13817.27701851
tm        	0.56-0.36 	14822.5741	0.56      	1724.8244 	5106.90467225	5106.90467225	4.19474631	18.73444535	-4861.72582706	-7501.19075032	-12362.91657738	-5869.06729988	-8119.84214735	-13988.90944723
tm        	0.56-0.37 	14590.9714	0.56      	1772.7362 	5106.90467225	5106.90467225	4.42165185	19.03750433	-4927.72067889	-7569.04083491	-12496.7615138	-5967.69201581	-8194.85702852	-14162.54904433
tm        	0.56-0.38 	14359.3687	0.56      	1820.6479 	5106.90467225	5106.90467225	4.64865955	19.34173201	-4996.27897936	-7637.26805669	-12633.54703606	-6067.91237906	-8270.1359718	-14338.04835086
tm        	0.56-0.39 	14127.7659	0.56      	1868.5597 	5106.90467225	5106.90467225	4.87575588	19.64703847	-5067.19014852	-7705.85512273	-12773.04527124	-6169.61203068	-8345.66667683	-14515.27870751
tm        	0.56-0.4  	13896.1632	0.56      	1916.4715 	5106.90467225	5106.90467225	5.10292959	19.95334282	-5140.27370786	-7774.78600243	-12915.05971029	-6272.68904623	-8421.43775607	-14694.1268023
tm        	0.56-0.41 	13664.5605	0.56      	1964.3833 	5106.90467225	5106.90467225	5.33017123	20.26057203	-5215.37315227	-7844.0458035	-13059.41895577	-6377.05340049	-8497.43864349	-14874.49204398
tm        	0.56-0.42 	13432.9578	0.56      	2012.2951 	5106.90467225	5106.90467225	5.55747283	20.56866004	-5292.3514184	-7913.62066294	-13205.97208134	-6482.62500554	-8573.65951478	-15056.28452031
tm        	0.56-0.43 	13201.3551	0.56      	2060.2069 	5106.90467225	5106.90467225	5.78482762	20.87754694	-5371.08745147	-7983.49765112	-13354.58510259	-6589.33216501	-8650.09121701	-15239.42338202
tm        	0.56-0.44 	12969.7523	0.56      	2108.1187 	5106.90467225	5106.90467225	6.0122298 	21.18717825	-5451.47355051	-8053.66468687	-13505.13823737	-6697.11033739	-8726.72520674	-15423.83554413
tm        	0.56-0.45 	12738.1496	0.56      	2156.0305 	5106.90467225	5106.90467225	6.23967439	21.49750436	-5533.41327921	-8124.1104623	-13657.52374151	-6805.90113331	-8803.55349511	-15609.45462842
tm        	0.56-0.46 	12506.5469	0.56      	2203.9422 	5106.90467225	5106.90467225	6.46715708	21.80847994	-5616.81979714	-8194.82437577	-13811.64417291	-6915.6514932	-8880.56859916	-15796.22009236
tm        	0.56-0.47 	12274.9442	0.56      	2251.854  	5106.90467225	5106.90467225	6.69467411	22.12006354	-5701.61450873	-8265.79647228	-13967.41098101	-7026.31300581	-8957.76349847	-15984.07650427
tm        	0.56-0.48 	12043.3415	0.56      	2299.7658 	5106.90467225	5106.90467225	6.92222222	22.43221716	-5787.72595707	-8337.01738997	-14124.74334705	-7137.84133843	-9035.13159638	-16172.97293481
tm        	0.56-0.49 	11811.7387	0.56      	2347.6776 	5106.90467225	5106.90467225	7.14979853	22.7449059	-5875.08890852	-8408.47831222	-14283.56722074	-7250.19575653	-9112.66668536	-16362.86244189
tm        	0.56-0.5  	11580.136 	0.56      	2395.5894 	5106.90467225	5106.90467225	7.37740051	23.05809765	-5963.64358825	-8480.17092461	-14443.81451286	-7363.33871581	-9190.36291582	-16553.70163162
tm        	0.56-0.51 	11348.5333	0.56      	2443.5012 	5106.90467225	5106.90467225	7.60502593	23.37176283	-6053.33503661	-8552.08737606	-14605.42241267	-7477.23551338	-9268.21476811	-16745.45028148
tm        	0.56-0.52 	11116.9306	0.56      	2491.413  	5106.90467225	5106.90467225	7.8326728 	23.68587412	-6144.11256299	-8624.22024379	-14768.33280678	-7591.8539878	-9346.21702723	-16938.07101503
tm        	0.56-0.53 	10885.3279	0.56      	2539.3248 	5106.90467225	5106.90467225	8.06033935	24.00040627	-6235.92927936	-8696.56250153	-14932.49178089	-7707.16425949	-9424.36475999	-17131.52901948
tm        	0.56-0.54 	10653.7251	0.56      	2587.2366 	5106.90467225	5106.90467225	8.28802401	24.3153359	-6328.74169923	-8769.10749074	-15097.84918997	-7823.13850514	-9502.65329425	-17325.79179939
tm        	0.56-0.55 	10422.1224	0.56      	2635.1483 	5106.90467225	5106.90467225	8.51572536	24.63064133	-6422.50939101	-8841.84889444	-15264.35828545	-7939.7507605	-9581.07820017	-17520.82896067
tm        	0.56-0.56 	10190.5197	0.56      	2683.0601 	5106.90467225	5106.90467225	8.74344213	24.94630242	-6517.1946767	-8914.78071333	-15431.97539003	-8056.97674739	-9659.63527306	-17716.61202045
tm        	0.56-0.57 	9958.917  	0.56      	2730.9719 	5106.90467225	5106.90467225	8.97117317	25.26230045	-6612.76236879	-8987.89724404	-15600.65961283	-8174.79372129	-9738.32051781	-17913.1142391
tm        	0.56-0.58 	9727.3143 	0.56      	2778.8837 	5106.90467225	5106.90467225	9.19891746	25.57861801	-6709.17953935	-9061.19305925	-15770.3725986	-8293.18033642	-9817.13013465	-18110.31047107
tm        	0.56-0.59 	9495.7115 	0.56      	2826.7955 	5106.90467225	5106.90467225	9.42667404	25.89523884	-6806.41531667	-9134.66298945	-15941.07830612	-8412.1165261	-9896.0605061	-18308.17703219
tm        	0.56-0.6  	9264.1088 	0.56      	2874.7073 	5106.90467225	5106.90467225	9.65444208	26.21214777	-6904.44070536	-9208.30210629	-16112.74281165	-8531.58339604	-9975.10818507	-18506.69158111
tm        	0.56-0.61 	9032.5061 	0.56      	2922.6191 	5106.90467225	5106.90467225	9.88222079	26.52933065	-7003.22842661	-9282.10570716	-16285.33413377	-8651.56312913	-10054.26988389	-18705.83301302
tm        	0.56-0.62 	8800.9034 	0.56      	2970.5309 	5106.90467225	5106.90467225	10.11000947	26.84677421	-7102.75277598	-9356.06930112	-16458.82207709	-8772.03889995	-10133.54246424	-18905.58136419
tm        	0.56-0.63 	8569.3007 	0.56      	3018.4426 	5106.90467225	5106.90467225	10.33780748	27.16446604	-7202.98949614	-9430.18859587	-16633.17809201	-8892.99479805	-10212.92292786	-19105.91772591
tm        	0.56-0.64 	8337.6979 	0.56      	3066.3544 	5106.90467225	5106.90467225	10.56561422	27.4823945	-7303.91566302	-9504.45948577	-16808.37514879	-9014.41575876	-10292.40840807	-19306.82416682
tm        	0.56-0.65 	8106.0952 	0.56      	3114.2662 	5106.90467225	5106.90467225	10.79342915	27.80054867	-7405.50958322	-9578.8780407	-16984.38762392	-9136.28750066	-10371.99616178	-19508.28366244
tm        	0.56-0.66 	7874.4925 	0.56      	3162.178  	5106.90467225	5106.90467225	11.02125177	28.11891829	-7507.75070167	-9653.44049585	-17161.19119752	-9258.59646898	-10451.68356231	-19710.28003129
tm        	0.56-0.67 	7642.8898 	0.56      	3210.0898 	5106.90467225	5106.90467225	11.24908163	28.43749372	-7610.61951817	-9728.14324218	-17338.76276034	-9381.32978421	-10531.46809252	-19912.79787673
tm        	0.56-0.68 	7411.2871 	0.56      	3258.0016 	5106.90467225	5106.90467225	11.4769183	28.75626587	-7714.09751167	-9802.9828176	-17517.08032928	-9504.4751953	-10611.34733865	-20115.82253395
tm        	0.56-0.69 	7179.6843 	0.56      	3305.9134 	5106.90467225	5106.90467225	11.70476139	29.0752262	-7818.16707165	-9877.95589883	-17696.12297048	-9628.02103708	-10691.31898443	-20319.34002151
tm        	0.56-0.7  	6948.0816 	0.56      	3353.8252 	5106.90467225	5106.90467225	11.93261054	29.39436663	-7922.81143551	-9953.05929368	-17875.87072919	-9751.95619128	-10771.38080577	-20523.33699705
