type      	subtype   	reward    	rate      	salary    	B_ENPV    	O_ENPV    	B_Risk%   	O_Risk%   	B_VaR     	O_VaR     	T_VaR     	B_CVaR    	O_CVaR    	T_CVaR    
tm        	0.98-0.88 	1494.0326 	0.98      	2266.5235 	5106.90467225	5106.90467225	0         	31.5539303	-2088.85567092	-11276.72667896	-13365.58234989	-2374.91690465	-12072.14020505	-14447.0571097
tm        	0.98-0.89 	1369.5299 	0.98      	2292.2795 	5106.90467225	5106.90467225	0         	31.59881518	-2164.18178883	-11306.15821173	-13470.34000057	-2455.95630653	-12106.96305712	-14562.91936365
tm        	0.98-0.9  	1245.0272 	0.98      	2318.0354 	5106.90467225	5106.90467225	0         	31.64370006	-2239.51296046	-11335.79372394	-13575.3066844	-2537.04143133	-12141.94860495	-14678.99003629
tm        	0.98-0.91 	1120.5245 	0.98      	2343.7914 	5106.90467225	5106.90467225	0         	31.68858494	-2314.84869675	-11365.62767863	-13680.47637537	-2618.16691459	-12177.09200843	-14795.25892302
tm        	0.98-0.92 	996.0218  	0.98      	2369.5473 	5106.90467225	5106.90467225	0         	31.73346982	-2390.18856585	-11395.65476871	-13785.84333456	-2699.33032135	-12212.38864611	-14911.71896746
tm        	0.98-0.93 	871.519   	0.98      	2395.3033 	5106.90467225	5106.90467225	0         	31.77835471	-2465.53218537	-11425.86990449	-13891.40208987	-2780.53025514	-12247.83410233	-15028.36435747
tm        	0.98-0.94 	747.0163  	0.98      	2421.0592 	5106.90467225	5106.90467225	0         	31.82323959	-2540.87921575	-11456.2682019	-13997.14741765	-2861.76421792	-12283.42415528	-15145.18837321
tm        	0.98-0.95 	622.5136  	0.98      	2446.8152 	5106.90467225	5106.90467225	0         	31.86812447	-2616.22935465	-11486.84497155	-14103.0743262	-2943.02818721	-12319.15476589	-15262.1829531
tm        	0.98-0.96 	498.0109  	0.98      	2472.5711 	5106.90467225	5106.90467225	0         	31.91300935	-2691.58233213	-11517.59570855	-14209.17804068	-3024.32100444	-12355.02206749	-15379.34307192
tm        	0.98-0.97 	373.5082  	0.98      	2498.3271 	5106.90467225	5106.90467225	0         	31.95789423	-2766.93790667	-11548.51608292	-14315.45398958	-3105.64169847	-12391.02235616	-15496.66405463
tm        	0.98-0.98 	249.0054  	0.98      	2524.083  	5106.90467225	5106.90467225	0         	32.00277911	-2842.29586162	-11579.6019306	-14421.89779223	-3186.98909395	-12427.1520818	-15614.14117575
tm        	0.98-0.99 	124.5027  	0.98      	2549.839  	5106.90467225	5106.90467225	0         	32.04766399	-2917.65600222	-11610.84924512	-14528.50524734	-3268.35978786	-12463.4078397	-15731.76762756
tm        	0.98-1.0  	0.0       	0.98      	2575.5949 	5106.90467225	5106.90467225	0         	32.09254887	-2993.01815301	-11642.25416963	-14635.27232263	-3349.75239648	-12499.78636276	-15849.53875924
cp        	0.99-0.0  	12195.272 	0.99      	0.0       	5106.90467225	5106.90467225	0         	27.83028243	-3588.22622279	-10295.11065136	-13883.33687415	-3727.41341262	-11545.37394205	-15272.78735466
tm        	0.99-0.01 	12073.3193	0.99      	25.2284   	5106.90467225	5106.90467225	0         	27.8738039	-3542.44506331	-10284.08593358	-13826.53099689	-3680.60140184	-11513.02807302	-15193.62947486
tm        	0.99-0.02 	11951.3666	0.99      	50.4569   	5106.90467225	5106.90467225	0         	27.91732538	-3496.66399206	-10273.7747817	-13770.43877376	-3633.78982648	-11481.3002915	-15115.09011798
tm        	0.99-0.03 	11829.4139	0.99      	75.6853   	5106.90467225	5106.90467225	0         	27.96084685	-3450.88301201	-10264.18984287	-13715.07285488	-3586.97869294	-11450.20767408	-15037.18636702
tm        	0.99-0.04 	11707.4612	0.99      	100.9137  	5106.90467225	5106.90467225	0         	28.00436833	-3405.1021263	-10255.34373279	-13660.44585909	-3540.16800782	-11419.76789177	-14959.93589958
tm        	0.99-0.05 	11585.5084	0.99      	126.1421  	5106.90467225	5106.90467225	0         	28.0478898	-3359.32133816	-10247.24899364	-13606.5703318	-3493.35777788	-11389.99922449	-14883.35700237
tm        	0.99-0.06 	11463.5557	0.99      	151.3706  	5106.90467225	5106.90467225	0         	28.09141128	-3313.54065098	-10239.91804778	-13553.45869876	-3446.54801008	-11360.92057438	-14807.46858445
tm        	0.99-0.07 	11341.603 	0.99      	176.599   	5106.90467225	5106.90467225	0         	28.13493275	-3267.7600683	-10233.36314688	-13501.12321518	-3399.73871155	-11332.5514777	-14732.29018926
tm        	0.99-0.08 	11219.6503	0.99      	201.8274  	5106.90467225	5106.90467225	0         	28.17845423	-3221.97959379	-10227.59631657	-13449.57591035	-3352.92988964	-11304.9121151	-14657.84200474
tm        	0.99-0.09 	11097.6976	0.99      	227.0559  	5106.90467225	5106.90467225	0         	28.2219757	-3176.1992313	-10222.62929659	-13398.82852789	-3306.1215519	-11278.02331967	-14584.14487157
tm        	0.99-0.1  	10975.7448	0.99      	252.2843  	5106.90467225	5106.90467225	0         	28.26549718	-3130.41898484	-10218.47347658	-13348.89246142	-3259.31370608	-11251.90658271	-14511.22028879
tm        	0.99-0.11 	10853.7921	0.99      	277.5127  	5106.90467225	5106.90467225	0         	28.30901865	-3084.63885862	-10215.13982783	-13299.77868645	-3212.50636017	-11226.58405646	-14439.09041662
tm        	0.99-0.12 	10731.8394	0.99      	302.7412  	5106.90467225	5106.90467225	0         	28.35254013	-3038.858857	-10212.63883118	-13251.49768818	-3165.69952239	-11202.07855353	-14367.77807592
tm        	0.99-0.13 	10609.8867	0.99      	327.9696  	5106.90467225	5106.90467225	0         	28.3960616	-2993.07898458	-10210.98040172	-13204.0593863	-3118.89320119	-11178.41354248	-14297.30674368
tm        	0.99-0.14 	10487.934 	0.99      	353.198   	5106.90467225	5106.90467225	0         	28.43958308	-2947.29924612	-10210.17381101	-13157.47305713	-3072.08740531	-11155.61313878	-14227.70054408
tm        	0.99-0.15 	10365.9812	0.99      	378.4264  	5106.90467225	5106.90467225	0         	28.48310455	-2901.51964664	-10210.22760736	-13111.747254	-3025.2821437	-11133.70209068	-14158.98423438
tm        	0.99-0.16 	10244.0285	0.99      	403.6549  	5106.90467225	5106.90467225	0         	28.52662603	-2855.74019138	-10211.14953542	-13066.88972681	-2978.47742563	-11112.70575918	-14091.1831848
tm        	0.99-0.17 	10122.0758	0.99      	428.8833  	5106.90467225	5106.90467225	0         	28.5701475	-2809.96088583	-10212.94645611	-13022.90734194	-2931.67326063	-11092.65009106	-14024.32335169
tm        	0.99-0.18 	10000.1231	0.99      	454.1117  	5106.90467225	5106.90467225	0         	28.61366898	-2764.18173571	-10215.62426811	-12979.80600382	-2884.86965855	-11073.56158416	-13958.43124271
tm        	0.99-0.19 	9878.1704 	0.99      	479.3402  	5106.90467225	5106.90467225	0         	28.65719045	-2718.40274707	-10219.18783229	-12937.59057937	-2838.06662954	-11055.46724332	-13893.53387286
tm        	0.99-0.2  	9756.2176 	0.99      	504.5686  	5106.90467225	5106.90467225	0         	28.70071193	-2672.62392619	-10223.64090078	-12896.26482696	-2791.26418409	-11038.39452565	-13829.65870974
tm        	0.99-0.21 	9634.2649 	0.99      	529.797   	5106.90467225	5106.90467225	0         	28.7442334	-2626.84527969	-10228.9860518	-12855.83133149	-2744.46234344	-11022.37127275	-13766.83361619
tm        	0.99-0.22 	9512.3122 	0.99      	555.0254  	5106.90467225	5106.90467225	0         	28.78775488	-2581.0668145	-10235.22463225	-12816.29144676	-2697.66121913	-11007.42562733	-13705.08684647
tm        	0.99-0.23 	9390.3595 	0.99      	580.2539  	5106.90467225	5106.90467225	0         	28.83127635	-2535.28853791	-10242.35670911	-12777.64524702	-2650.86084928	-10993.58593035	-13644.44677964
tm        	0.99-0.24 	9268.4068 	0.99      	605.4823  	5106.90467225	5106.90467225	0         	28.87479783	-2489.51045755	-10250.38103136	-12739.89148891	-2604.06124761	-10980.88059369	-13584.9418413
tm        	0.99-0.25 	9146.454  	0.99      	630.7107  	5106.90467225	5106.90467225	0         	28.9183193	-2443.73258145	-10259.2950034	-12703.02758485	-2557.26242832	-10969.33794143	-13526.60036976
tm        	0.99-0.26 	9024.5013 	0.99      	655.9392  	5106.90467225	5106.90467225	0         	28.96184078	-2397.95491806	-10268.67005266	-12666.62497072	-2510.46440607	-10958.96477979	-13469.42918586
tm        	0.99-0.27 	8902.5486 	0.99      	681.1676  	5106.90467225	5106.90467225	0         	29.00536225	-2352.17747623	-10278.04527743	-12630.22275365	-2463.667196	-10949.75811804	-13413.42531404
tm        	0.99-0.28 	8780.5959 	0.99      	706.396   	5106.90467225	5106.90467225	0         	29.04888373	-2306.40026529	-10287.42050219	-12593.82076748	-2416.8708138	-10941.71063561	-13358.58144941
tm        	0.99-0.29 	8658.6432 	0.99      	731.6245  	5106.90467225	5106.90467225	0         	29.0924052	-2260.62329507	-10296.79572695	-12557.41902203	-2370.07527567	-10934.81441608	-13304.88969175
tm        	0.99-0.3  	8536.6904 	0.99      	756.8529  	5106.90467225	5106.90467225	0         	29.13592668	-2214.84657591	-10306.17095171	-12521.01752762	-2323.28059839	-10929.06421995	-13252.34481835
tm        	0.99-0.31 	8414.7377 	0.99      	782.0813  	5106.90467225	5106.90467225	0         	29.17944815	-2169.0701187	-10315.54617648	-12484.61629518	-2276.48679936	-10924.44774731	-13200.93454667
tm        	0.99-0.32 	8292.785  	0.99      	807.3097  	5106.90467225	5106.90467225	0         	29.22296963	-2123.29393492	-10324.92140124	-12448.21533616	-2229.69389658	-10920.94858718	-13150.64248376
tm        	0.99-0.33 	8170.8323 	0.99      	832.5382  	5106.90467225	5106.90467225	0         	29.2664911	-2077.51803669	-10334.29662601	-12411.81466269	-2182.90190873	-10918.55030697	-13101.4522157
tm        	0.99-0.34 	8048.8795 	0.99      	857.7666  	5106.90467225	5106.90467225	0         	29.31001258	-2031.74243678	-10343.67185076	-12375.41428754	-2136.11085517	-10917.23205417	-13053.34290934
tm        	0.99-0.35 	7926.9268 	0.99      	882.995   	5106.90467225	5106.90467225	0         	29.35353405	-1985.96714869	-10353.04707553	-12339.01422422	-2089.32075602	-10916.96375414	-13006.28451016
tm        	0.99-0.36 	7804.9741 	0.99      	908.2235  	5106.90467225	5106.90467225	0         	29.39705553	-1940.19218667	-10362.42230029	-12302.61448696	-2042.53163215	-10917.71038278	-12960.24201493
tm        	0.99-0.37 	7683.0214 	0.99      	933.4519  	5106.90467225	5106.90467225	0         	29.440577 	-1894.41756579	-10371.79752506	-12266.21509085	-1995.74350525	-10919.4445952	-12915.18810045
tm        	0.99-0.38 	7561.0687 	0.99      	958.6803  	5106.90467225	5106.90467225	0         	29.48409848	-1848.643302	-10381.17274981	-12229.81605182	-1948.9564732	-10922.22824544	-12871.18471865
tm        	0.99-0.39 	7439.1159 	0.99      	983.9087  	5106.90467225	5106.90467225	0         	29.52761995	-1802.86941217	-10390.54797458	-12193.41738675	-1902.17067065	-10926.05430277	-12828.22497342
tm        	0.99-0.4  	7317.1632 	0.99      	1009.1372 	5106.90467225	5106.90467225	0         	29.57114143	-1757.09591417	-10399.92319934	-12157.01911351	-1855.38612575	-10930.94732832	-12786.33345408
tm        	0.99-0.41 	7195.2105 	0.99      	1034.3656 	5106.90467225	5106.90467225	0         	29.6146629	-1711.32282693	-10409.29842411	-12120.62125103	-1808.60286683	-10936.92083548	-12745.52370231
tm        	0.99-0.42 	7073.2578 	0.99      	1059.594  	5106.90467225	5106.90467225	0         	29.65818438	-1665.55017053	-10418.67364886	-12084.2238194	-1761.82092334	-10943.98278774	-12705.80371109
tm        	0.99-0.43 	6951.3051 	0.99      	1084.8225 	5106.90467225	5106.90467225	0         	29.70170585	-1619.77796629	-10428.04887363	-12047.82683992	-1715.04032599	-10952.14182747	-12667.18215346
tm        	0.99-0.44 	6829.3523 	0.99      	1110.0509 	5106.90467225	5106.90467225	0         	29.74522733	-1574.00623686	-10437.42409839	-12011.43033525	-1668.26110673	-10961.41109587	-12629.6722026
tm        	0.99-0.45 	6707.3996 	0.99      	1135.2793 	5106.90467225	5106.90467225	0         	29.7887488	-1528.23500626	-10446.79932315	-11975.03432941	-1621.48329889	-10971.79603156	-12593.27933045
tm        	0.99-0.46 	6585.4469 	0.99      	1160.5078 	5106.90467225	5106.90467225	0         	29.83227028	-1482.46430008	-10456.17454791	-11938.638848	-1574.70693723	-10983.29891425	-12558.00585148
tm        	0.99-0.47 	6463.4942 	0.99      	1185.7362 	5106.90467225	5106.90467225	0         	29.87579175	-1436.69414556	-10465.54977268	-11902.24391824	-1527.93205806	-10995.93458911	-12523.86664717
tm        	0.99-0.48 	6341.5415 	0.99      	1210.9646 	5106.90467225	5106.90467225	0         	29.91931323	-1390.92457169	-10474.92499744	-11865.84956913	-1481.15869929	-11009.69800329	-12490.85670258
tm        	0.99-0.49 	6219.5887 	0.99      	1236.193  	5106.90467225	5106.90467225	0         	29.9628347	-1345.15560939	-10484.3002222	-11829.45583159	-1434.38690059	-11024.60522621	-12458.9921268
tm        	0.99-0.5  	6097.636  	0.99      	1261.4215 	5106.90467225	5106.90467225	0         	30.00635618	-1299.38729164	-10493.76714465	-11793.15443629	-1387.61675315	-11040.65037579	-12428.26712894
tm        	0.99-0.51 	5975.6833 	0.99      	1286.6499 	5106.90467225	5106.90467225	0         	30.04987765	-1253.61965366	-10504.10180469	-11757.72145835	-1340.84848065	-11057.8194122	-12398.66789285
tm        	0.99-0.52 	5853.7306 	0.99      	1311.8783 	5106.90467225	5106.90467225	0         	30.09339913	-1207.85273307	-10515.43069535	-11723.28342843	-1294.08214874	-11076.04344221	-12370.12559095
tm        	0.99-0.53 	5731.7779 	0.99      	1337.1068 	5106.90467225	5106.90467225	0         	30.1369206	-1162.08657016	-10527.69656665	-11689.78313681	-1247.3178095	-11095.23147218	-12342.54928168
tm        	0.99-0.54 	5609.8251 	0.99      	1362.3352 	5106.90467225	5106.90467225	0         	30.18044208	-1116.32120802	-10540.84677128	-11657.16797931	-1200.55551754	-11115.3200797	-12315.87559724
tm        	0.99-0.55 	5487.8724 	0.99      	1387.5636 	5106.90467225	5106.90467225	0         	30.22396355	-1070.55669284	-10554.83280825	-11625.38950109	-1153.79533015	-11136.25464952	-12290.04997967
tm        	0.99-0.56 	5365.9197 	0.99      	1412.792  	5106.90467225	5106.90467225	0         	30.26748503	-1024.7930742	-10569.60991899	-11594.40299319	-1107.03730746	-11157.97460181	-12265.01190928
tm        	0.99-0.57 	5243.967  	0.99      	1438.0205 	5106.90467225	5106.90467225	0         	30.3110065	-979.03040527	-10585.13672936	-11564.16713463	-1060.28151271	-11180.41943862	-12240.70095133
tm        	0.99-0.58 	5122.0143 	0.99      	1463.2489 	5106.90467225	5106.90467225	0         	30.35452798	-933.26874329	-10601.37493166	-11534.64367494	-1013.5280124	-11203.54803108	-12217.07604348
tm        	0.99-0.59 	5000.0615 	0.99      	1488.4773 	5106.90467225	5106.90467225	0         	30.39804945	-887.50814979	-10618.28900144	-11505.79715123	-966.77688256	-11227.32252645	-12194.099409
tm        	0.99-0.6  	4878.1088 	0.99      	1513.7058 	5106.90467225	5106.90467225	0         	30.44157093	-841.74869109	-10635.84594506	-11477.59463615	-920.02840236	-11251.70791856	-12171.73632091
tm        	0.99-0.61 	4756.1561 	0.99      	1538.9342 	5106.90467225	5106.90467225	0         	30.4850924	-795.9904387	-10654.01507406	-11450.00551276	-873.28275531	-11276.67095489	-12149.9537102
tm        	0.99-0.62 	4634.2034 	0.99      	1564.1626 	5106.90467225	5106.90467225	0         	30.52861388	-750.23346983	-10672.76780313	-11423.00127296	-826.54002985	-11302.16821897	-12128.70824882
tm        	0.99-0.63 	4512.2507 	0.99      	1589.3911 	5106.90467225	5106.90467225	0         	30.57213535	-704.47786799	-10692.07746897	-11396.55533696	-779.80031937	-11328.16788631	-12107.96820568
tm        	0.99-0.64 	4390.2979 	0.99      	1614.6195 	5106.90467225	5106.90467225	0         	30.61565683	-658.72372355	-10711.91916756	-11370.64289111	-733.06372262	-11354.64490004	-12087.70862266
tm        	0.99-0.65 	4268.3452 	0.99      	1639.8479 	5106.90467225	5106.90467225	0         	30.6591783	-613.74271605	-10732.26960762	-11346.01232366	-686.40726572	-11381.57592788	-12067.9831936
tm        	0.99-0.66 	4146.3925 	0.99      	1665.0763 	5106.90467225	5106.90467225	0         	30.70269978	-584.75491551	-10753.10697858	-11337.86189409	-647.14165379	-11408.93921881	-12056.0808726
tm        	0.99-0.67 	4024.4398 	0.99      	1690.3048 	5106.90467225	5106.90467225	0         	30.74622125	-570.02570815	-10774.41083133	-11344.43653948	-629.30481768	-11436.71447346	-12066.01929114
tm        	0.99-0.68 	3902.4871 	0.99      	1715.5332 	5106.90467225	5106.90467225	0         	30.78974273	-565.12247017	-10796.16197035	-11361.28444052	-642.86525802	-11464.88272657	-12107.74798459
tm        	0.99-0.69 	3780.5343 	0.99      	1740.7616 	5106.90467225	5106.90467225	0         	30.8332642	-575.29288785	-10818.34235599	-11393.63524383	-692.64927454	-11493.42624037	-12186.07551491
tm        	0.99-0.7  	3658.5816 	0.99      	1765.9901 	5106.90467225	5106.90467225	0         	30.87678568	-623.91073167	-10840.93501584	-11464.84574751	-767.92444004	-11522.32840767	-12290.2528477
tm        	0.99-0.71 	3536.6289 	0.99      	1791.2185 	5106.90467225	5106.90467225	0         	30.92030715	-697.6236233	-10863.92396417	-11561.54758747	-847.32276069	-11551.5736637	-12398.89642439
tm        	0.99-0.72 	3414.6762 	0.99      	1816.4469 	5106.90467225	5106.90467225	0         	30.96382863	-771.35515493	-10887.29412862	-11658.64928356	-926.80051636	-11581.14740588	-12507.94792224
tm        	0.99-0.73 	3292.7235 	0.99      	1841.6753 	5106.90467225	5106.90467225	0         	31.0073501	-845.10208454	-10911.03128344	-11756.13336798	-1006.34829174	-11611.03592056	-12617.3842123
tm        	0.99-0.74 	3170.7707 	0.99      	1866.9038 	5106.90467225	5106.90467225	0         	31.05087158	-918.861844	-10935.12198849	-11853.98383249	-1085.95602458	-11641.22631627	-12727.18234085
tm        	0.99-0.75 	3048.818  	0.99      	1892.1322 	5106.90467225	5106.90467225	0         	31.09439305	-992.63237775	-10959.55353355	-11952.1859113	-1165.61804023	-11671.70646263	-12837.32450286
tm        	0.99-0.76 	2926.8653 	0.99      	1917.3606 	5106.90467225	5106.90467225	0         	31.13791453	-1066.4120247	-10984.31388738	-12050.72591208	-1245.32593864	-11702.46493457	-12947.7908732
tm        	0.99-0.77 	2804.9126 	0.99      	1942.5891 	5106.90467225	5106.90467225	0         	31.181436 	-1140.19943083	-11009.39165101	-12149.59108185	-1325.07630587	-11733.4909612	-13058.56726707
