type      	subtype   	reward    	rate      	salary    	B_ENPV    	O_ENPV    	SB_Risk%  	B_Risk%   	SO_Risk%  	O_Risk%   	SB_VaR    	B_VaR     	SO_VaR    	O_VaR     	T_VaR     
tm        	0.01-0.3  	26029.6904	0.01      	2307.7616 	5106.90467225	5106.90467225	25.423    	25.35443699	16.361    	16.18839619	-11772.69909494	-11787.37182346	-5984.09374309	-6001.1232045	-17788.49502796
tm        	0.01-0.31 	25657.8377	0.01      	2384.687  	5106.90467225	5106.90467225	25.086    	25.22173327	17.523    	17.51782419	-11912.70175071	-11902.83611666	-6129.29403005	-6140.72569456	-18043.56181121
tm        	0.01-0.32 	25285.985 	0.01      	2461.6124 	5106.90467225	5106.90467225	25.129    	25.08902956	18.845    	18.76416293	-11975.15515342	-12020.5257454	-6262.22229632	-6280.32830413	-18300.85404953
tm        	0.01-0.33 	24914.1323	0.01      	2538.5377 	5106.90467225	5106.90467225	24.77     	24.95632585	19.947    	19.93496599	-12136.89093407	-12140.34620189	-6408.2969083	-6419.9310231	-18560.27722499
tm        	0.01-0.34 	24542.2795	0.01      	2615.4631 	5106.90467225	5106.90467225	24.724    	24.82362213	21.269    	21.03689828	-12262.24084619	-12262.20942963	-6535.92180442	-6559.53384235	-18821.74327198
tm        	0.01-0.35 	24170.4268	0.01      	2692.3885 	5106.90467225	5106.90467225	24.652    	24.69091842	22.33     	22.07586301	-12342.58075922	-12386.03322834	-6687.7863903	-6699.13675362	-19085.16998197
tm        	0.01-0.36 	23798.5741	0.01      	2769.3139 	5106.90467225	5106.90467225	24.464    	24.55821471	23.366    	23.05710748	-12515.91057478	-12511.74072703	-6824.77895259	-6838.73974942	-19350.48047645
tm        	0.01-0.37 	23426.7214	0.01      	2846.2393 	5106.90467225	5106.90467225	24.763    	24.42551099	24.062    	23.98531171	-12611.60631936	-12639.25991603	-6978.16618655	-6978.34282298	-19617.60273901
tm        	0.01-0.38 	23054.8687	0.01      	2923.1647 	5106.90467225	5106.90467225	24.327    	24.29280728	25.018    	24.86466309	-12763.74208208	-12768.52323015	-7088.67381379	-7117.94596813	-19886.46919828
tm        	0.01-0.39 	22683.0159	0.01      	3000.0901 	5106.90467225	5106.90467225	24.121    	24.16010356	25.63     	25.69891952	-12944.70577499	-12899.46717634	-7266.96006256	-7257.54917926	-20157.0163556
tm        	0.01-0.4  	22311.1632	0.01      	3077.0154 	5106.90467225	5106.90467225	23.855    	24.02739985	26.539    	26.49146313	-12973.99976578	-13032.03200035	-7398.27505738	-7397.15245126	-20429.18445161
tm        	0.01-0.41 	21939.3105	0.01      	3153.9408 	5106.90467225	5106.90467225	23.914    	23.90377508	27.148    	27.24534607	-13194.37765074	-13166.16138728	-7536.12380125	-7536.75577946	-20702.91716674
tm        	0.01-0.42 	21567.4578	0.01      	3230.8662 	5106.90467225	5106.90467225	23.658    	23.80310715	27.846    	27.96332983	-13273.10168194	-13301.80219226	-7670.7115238	-7676.3591596	-20978.16135186
tm        	0.01-0.43 	21195.6051	0.01      	3307.7916 	5106.90467225	5106.90467225	23.662    	23.72270423	28.483    	28.647919 	-13467.99414787	-13438.9041974	-7847.52872481	-7815.96258781	-21254.8667852
tm        	0.01-0.44 	20823.7523	0.01      	3384.717  	5106.90467225	5106.90467225	23.78     	23.66010993	28.96     	29.30139047	-13595.13159136	-13577.4198921	-8022.46556025	-7955.56606049	-21532.98595259
tm        	0.01-0.45 	20451.8996	0.01      	3461.6424 	5106.90467225	5106.90467225	23.705    	23.61328142	30.041    	29.92581877	-13792.6861524	-13717.30427402	-8083.95842479	-8095.16957439	-21812.47384841
tm        	0.01-0.46 	20080.0469	0.01      	3538.5678 	5106.90467225	5106.90467225	23.406    	23.58049997	30.74     	30.52309802	-13896.07225599	-13858.5146683	-8215.8806335	-8234.77312649	-22093.2877948
tm        	0.01-0.47 	19708.1942	0.01      	3615.4932 	5106.90467225	5106.90467225	23.521    	23.56030499	30.972    	31.09496112	-14035.24932961	-14001.01056323	-8351.73518651	-8374.37671405	-22375.38727728
tm        	0.01-0.48 	19336.3415	0.01      	3692.4185 	5106.90467225	5106.90467225	23.488    	23.55144438	31.912    	31.6429966	-14144.62491316	-14144.75346042	-8492.34425738	-8513.98033453	-22658.73379495
tm        	0.01-0.49 	18964.4887	0.01      	3769.3439 	5106.90467225	5106.90467225	23.607    	23.55283653	32.281    	32.16866328	-14225.80126074	-14289.70673797	-8660.24064774	-8653.58398558	-22943.29072354
tm        	0.01-0.5  	18592.636 	0.01      	3846.2693 	5106.90467225	5106.90467225	23.402    	23.56354072	32.883    	32.67330329	-14471.09039523	-14435.83552541	-8805.84383598	-8793.18766504	-23229.02319046
tm        	0.01-0.51 	18220.7833	0.01      	3923.1947 	5106.90467225	5106.90467225	23.479    	23.58273375	33.232    	33.1581535	-14631.1161568	-14583.10658904	-8920.70726741	-8932.79137095	-23515.89795999
tm        	0.01-0.52 	17848.9306	0.01      	4000.1201 	5106.90467225	5106.90467225	23.593    	23.6096913	33.461    	33.62435562	-14714.8051733	-14731.48822668	-9091.70385045	-9072.39510145	-23803.88332813
tm        	0.01-0.53 	17477.0779	0.01      	4077.0455 	5106.90467225	5106.90467225	23.591    	23.64377284	34.187    	34.07296521	-14864.863841	-14880.95017107	-9201.88671392	-9211.99885486	-24092.94902593
tm        	0.01-0.54 	17105.2251	0.01      	4153.9709 	5106.90467225	5106.90467225	23.69     	23.68440939	34.565    	34.50495963	-15082.5637522	-15031.46350078	-9364.04973267	-9351.60262961	-24383.06613039
tm        	0.01-0.55 	16733.3724	0.01      	4230.8962 	5106.90467225	5106.90467225	23.807    	23.73109336	34.999    	34.92124517	-15174.05496826	-15183.00055821	-9502.38733859	-9491.20642424	-24674.20698245
tm        	0.01-0.56 	16361.5197	0.01      	4307.8216 	5106.90467225	5106.90467225	23.62     	23.78337019	35.578    	35.32266336	-15311.46253293	-15335.53487379	-9615.86886159	-9630.81023741	-24966.3451112
tm        	0.01-0.57 	15989.667 	0.01      	4384.747  	5106.90467225	5106.90467225	23.928    	23.84083139	35.731    	35.7099967	-15554.29941637	-15489.04109598	-9774.44651638	-9770.41406787	-25259.45516386
tm        	0.01-0.58 	15617.8143	0.01      	4461.6724 	5106.90467225	5106.90467225	24.132    	23.9031086	35.971    	36.08397372	-15684.53013062	-15643.49492643	-9944.51763693	-9910.01791447	-25553.5128409
tm        	0.01-0.59 	15245.9615	0.01      	4538.5978 	5106.90467225	5106.90467225	23.903    	23.96986868	36.331    	36.44527356	-15712.65639362	-15798.87305987	-10077.95056572	-10049.62177612	-25848.49483599
tm        	0.01-0.6  	14874.1088	0.01      	4615.5232 	5106.90467225	5106.90467225	24.085    	24.04080941	36.895    	36.79453006	-16011.58083117	-15955.15312839	-10206.96004836	-10189.22565183	-26144.37878022
tm        	0.01-0.61 	14502.2561	0.01      	4692.4486 	5106.90467225	5106.90467225	24.107    	24.11565594	36.795    	37.13233554	-16046.57381784	-16112.31364962	-10389.87442752	-10328.82954067	-26441.14319029
tm        	0.01-0.62 	14130.4034	0.01      	4769.3739 	5106.90467225	5106.90467225	24.348    	24.19415764	37.157    	37.45924406	-16472.53680776	-16270.3339785	-10496.14488737	-10468.43344177	-26738.76742028
tm        	0.01-0.63 	13758.5507	0.01      	4846.2993 	5106.90467225	5106.90467225	24.207    	24.27608541	37.759    	37.77577453	-16385.97221841	-16429.19426244	-10604.34229436	-10608.03735433	-27037.23161677
tm        	0.01-0.64 	13386.6979	0.01      	4923.2247 	5106.90467225	5106.90467225	24.357    	24.3612294	38.123    	38.08241343	-16621.67780647	-16588.87539944	-10762.91098727	-10747.6412776	-27336.51667704
tm        	0.01-0.65 	13014.8452	0.01      	5000.1501 	5106.90467225	5106.90467225	24.751    	24.44939694	38.066    	38.37961728	-16783.65009229	-16749.35899908	-10931.05000529	-10887.24521088	-27636.60420996
tm        	0.01-0.66 	12642.9925	0.01      	5077.0755 	5106.90467225	5106.90467225	24.703    	24.54041081	38.411    	38.66781496	-16875.44064956	-16910.62734602	-11060.03847972	-11026.84915352	-27937.47649954
tm        	0.01-0.67 	12271.1398	0.01      	5154.0009 	5106.90467225	5106.90467225	24.641    	24.63410766	38.809    	38.94740972	-17088.73529382	-17072.66336584	-11167.20074855	-11166.4531049	-28239.11647074
tm        	0.01-0.68 	11899.2871	0.01      	5230.9263 	5106.90467225	5106.90467225	24.671    	24.73033666	39.323    	39.21878111	-17298.50817349	-17235.45059317	-11273.27526618	-11306.05706447	-28541.50765765
tm        	0.01-0.69 	11527.4343	0.01      	5307.8516 	5106.90467225	5106.90467225	24.783    	24.8289583	39.394    	39.48228665	-17294.73452564	-17398.97314175	-11462.25202818	-11445.66103168	-28844.63417343
tm        	0.01-0.7  	11155.5816	0.01      	5384.777  	5106.90467225	5106.90467225	24.772    	24.92984336	39.937    	39.73826347	-17556.99802123	-17563.21567632	-11541.1616274	-11585.26500604	-29148.48068236
tm        	0.01-0.71 	10783.7289	0.01      	5461.7024 	5106.90467225	5106.90467225	24.916    	25.03287187	40.212    	39.98702968	-17706.51121057	-17728.16338633	-11709.45791237	-11724.86898709	-29453.03237342
tm        	0.01-0.72 	10411.8762	0.01      	5538.6278 	5106.90467225	5106.90467225	25.273    	25.1379324	40.451    	40.22888571	-18020.29116097	-17893.80196119	-11878.73344081	-11864.47297439	-29758.27493557
tm        	0.01-0.73 	10040.0235	0.01      	5615.5532 	5106.90467225	5106.90467225	25.251    	25.24492121	40.332    	40.46411555	-18189.2504002	-18060.11756694	-12035.43774649	-12004.07696752	-30064.19453446
tm        	0.01-0.74 	9668.1707 	0.01      	5692.4786 	5106.90467225	5106.90467225	25.391    	25.35374162	40.608    	40.69298782	-18167.05318042	-18227.09682444	-12145.65149183	-12143.68096613	-30370.77779057
tm        	0.01-0.75 	9296.318  	0.01      	5769.404  	5106.90467225	5106.90467225	25.605    	25.46430341	40.786    	40.91575684	-18367.41540831	-18394.72678869	-12310.08666745	-12283.28496984	-30678.01175853
tm        	0.01-0.76 	8924.4653 	0.01      	5846.3294 	5106.90467225	5106.90467225	25.82     	25.57652228	40.983    	41.13266351	-18529.01294206	-18562.99492938	-12449.12640044	-12422.88897831	-30985.8839077
tm        	0.01-0.77 	8552.6126 	0.01      	5923.2547 	5106.90467225	5106.90467225	25.738    	25.69031938	41.299    	41.34393624	-18812.07087016	-18731.88911264	-12586.32308351	-12562.49299125	-31294.38210388
tm        	0.01-0.78 	8180.7598 	0.01      	6000.1801 	5106.90467225	5106.90467225	25.827    	25.80562082	41.371    	41.54979172	-18790.67133689	-18901.39758359	-12751.03907277	-12702.09700833	-31603.49459192
tm        	0.01-0.79 	7808.9071 	0.01      	6077.1055 	5106.90467225	5106.90467225	25.685    	25.92235734	42.02     	41.75043568	-19106.01575539	-19071.50895015	-12798.84230254	-12841.70102931	-31913.20997946
tm        	0.01-0.8  	7437.0544 	0.01      	6154.0309 	5106.90467225	5106.90467225	26.285    	26.04046393	41.744    	41.94606353	-19092.14656127	-19242.21216747	-12979.94130887	-12981.30505391	-32223.51722138
tm        	0.01-0.81 	7065.2017 	0.01      	6230.9563 	5106.90467225	5106.90467225	26.256    	26.15987946	42.109    	42.13686106	-19283.89408975	-19413.49652333	-13131.73353764	-13120.90908189	-32534.40560522
tm        	0.01-0.82 	6693.349  	0.01      	6307.8817 	5106.90467225	5106.90467225	26.113    	26.28054647	42.186    	42.323005 	-19579.85540399	-19585.35162438	-13248.28139381	-13260.51311302	-32845.8647374
tm        	0.01-0.83 	6321.4962 	0.01      	6384.8071 	5106.90467225	5106.90467225	26.184    	26.40241084	42.539    	42.50466354	-19690.58429035	-19757.7673829	-13387.71469049	-13400.11714708	-33157.88452999
tm        	0.01-0.84 	5949.6435 	0.01      	6461.7324 	5106.90467225	5106.90467225	26.433    	26.52542155	42.838    	42.68199688	-19900.27467241	-19930.7340045	-13514.93540902	-13539.72118388	-33470.45518838
tm        	0.01-0.85 	5577.7908 	0.01      	6538.6578 	5106.90467225	5106.90467225	26.598    	26.64953048	43.065    	42.85515767	-20105.27734104	-20104.24197624	-13641.26690175	-13679.32522322	-33783.56719945
tm        	0.01-0.86 	5205.9381 	0.01      	6615.5832 	5106.90467225	5106.90467225	26.687    	26.7746922	43.126    	43.02429146	-20354.4320568	-20278.28205552	-13809.06814181	-13818.92926492	-34097.21132044
tm        	0.01-0.87 	4834.0854 	0.01      	6692.5086 	5106.90467225	5106.90467225	26.812    	26.90086377	43.387    	43.18953712	-20378.66608323	-20452.84525942	-13944.68938982	-13958.53330882	-34411.37856824
tm        	0.01-0.88 	4462.2326 	0.01      	6769.434  	5106.90467225	5106.90467225	27.322    	27.02800458	43.145    	43.3510272	-20645.51377246	-20627.92285461	-14142.21717054	-14098.13735475	-34726.06020936
tm        	0.01-0.89 	4090.3799 	0.01      	6846.3594 	5106.90467225	5106.90467225	27.149    	27.1560762	43.457    	43.50888829	-20678.10090972	-20803.50634781	-14234.29544093	-14237.74140256	-35041.24775037
tm        	0.01-0.9  	3718.5272 	0.01      	6923.2848 	5106.90467225	5106.90467225	27.154    	27.2850422	44.014    	43.66324135	-21022.17999172	-20979.58747656	-14313.06260154	-14377.34545212	-35356.93292868
tm        	0.01-0.91 	3346.6745 	0.01      	7000.2101 	5106.90467225	5106.90467225	27.425    	27.41486807	43.507    	43.81420204	-21238.06512796	-21156.15820069	-14551.85318894	-14516.94950329	-35673.10770398
tm        	0.01-0.92 	2974.8218 	0.01      	7077.1355 	5106.90467225	5106.90467225	27.49     	27.54552106	43.873    	43.96188097	-21457.31844983	-21333.21069389	-14620.65189927	-14656.55355596	-35989.76424984
tm        	0.01-0.93 	2602.969  	0.01      	7154.0609 	5106.90467225	5106.90467225	27.651    	27.67697007	44.19     	44.10638401	-21527.68346826	-21510.73733596	-14784.62935465	-14796.15760999	-36306.89494595
tm        	0.01-0.94 	2231.1163 	0.01      	7230.9863 	5106.90467225	5106.90467225	27.679    	27.80918557	44.433    	44.24781252	-21706.05850631	-21688.73070525	-14895.3693455	-14935.76166529	-36624.49237053
tm        	0.01-0.95 	1859.2636 	0.01      	7307.9117 	5106.90467225	5106.90467225	27.96     	27.94213946	44.122    	44.38626359	-21783.32656168	-21867.18357146	-15100.5053652	-15075.36572173	-36942.54929319
tm        	0.01-0.96 	1487.4109 	0.01      	7384.8371 	5106.90467225	5106.90467225	28.105    	28.07580503	44.306    	44.52183026	-21999.15163273	-22046.08888891	-15233.83238142	-15214.96977924	-37261.05866815
tm        	0.01-0.97 	1115.5582 	0.01      	7461.7625 	5106.90467225	5106.90467225	28.263    	28.21015684	44.543    	44.65460174	-22210.43023112	-22225.43978993	-15358.52955418	-15354.57383771	-37580.01362764
tm        	0.01-0.98 	743.7054  	0.01      	7538.6879 	5106.90467225	5106.90467225	28.138    	28.34517067	44.729    	44.7846636	-22334.69714003	-22405.22957865	-15459.96432959	-15494.17789706	-37899.40747571
tm        	0.01-0.99 	371.8527  	0.01      	7615.6132 	5106.90467225	5106.90467225	28.772    	28.48082343	44.737    	44.91209795	-22702.58390091	-22585.45172508	-15675.13378504	-15633.7819572	-38219.23368227
tm        	0.01-1.0  	0.0       	0.01      	7692.5386 	5106.90467225	5106.90467225	28.796    	28.61709309	44.855    	45.03698361	-22755.69787541	-22766.09985937	-15794.67209306	-15773.38601806	-38539.48587743
cp        	0.02-0.0  	36930.272 	0.02      	0.0       	5106.90467225	5106.90467225	28.961    	29.12468664	0.0       	0         	-10248.57106808	-10251.25628357	-1820.00223274	-1814.15755191	-12065.41383548
tm        	0.02-0.01 	36560.9693	0.02      	76.3979   	5106.90467225	5106.90467225	29.034    	28.99154812	0.0       	0         	-10237.20106322	-10222.86580571	-1952.91175223	-1952.65988292	-12175.52568863
tm        	0.02-0.02 	36191.6666	0.02      	152.7957  	5106.90467225	5106.90467225	28.824    	28.85840959	0.0       	0         	-10186.38483964	-10194.47532786	-2092.20500097	-2091.18236102	-12285.65768887
tm        	0.02-0.03 	35822.3639	0.02      	229.1936  	5106.90467225	5106.90467225	28.823    	28.72527107	0.0       	0         	-10160.13050855	-10166.08485	-2234.44548605	-2229.72156078	-12395.80641078
tm        	0.02-0.04 	35453.0612	0.02      	305.5915  	5106.90467225	5106.90467225	28.545    	28.59213254	0.0       	0         	-10129.59420703	-10137.69437214	-2365.13119288	-2368.2747453	-12505.96911744
tm        	0.02-0.05 	35083.7584	0.02      	381.9893  	5106.90467225	5106.90467225	28.578    	28.45899402	0.0       	0         	-10120.9691719	-10109.30389428	-2504.67693786	-2506.83970723	-12616.14360151
tm        	0.02-0.06 	34714.4557	0.02      	458.3872  	5106.90467225	5106.90467225	28.221    	28.3258555	0.0       	0         	-10099.25788716	-10082.08868064	-2648.06683343	-2645.414651	-12727.50333164
tm        	0.02-0.07 	34345.153 	0.02      	534.7851  	5106.90467225	5106.90467225	28.222    	28.19271697	0.0       	0         	-10108.51993976	-10066.29921696	-2791.85874924	-2783.99810453	-12850.29732148
tm        	0.02-0.08 	33975.8503	0.02      	611.1829  	5106.90467225	5106.90467225	28.012    	28.05957845	0.0       	0         	-10058.23948254	-10063.12559143	-2923.72973215	-2922.58885222	-12985.71444365
tm        	0.02-0.09 	33606.5476	0.02      	687.5808  	5106.90467225	5106.90467225	27.871    	27.92643992	0.0       	0         	-10046.64904505	-10071.22087778	-3039.51593882	-3061.18588358	-13132.40676136
tm        	0.02-0.1  	33237.2448	0.02      	763.9787  	5106.90467225	5106.90467225	27.871    	27.7933014	0.0       	0         	-10101.53259694	-10089.41096957	-3200.55343262	-3199.78835337	-13289.19932294
tm        	0.02-0.11 	32867.9421	0.02      	840.3765  	5106.90467225	5106.90467225	27.583    	27.66016287	0.0       	0         	-10059.34996838	-10116.68300918	-3341.54552869	-3338.39555052	-13455.0785597
tm        	0.02-0.12 	32498.6394	0.02      	916.7744  	5106.90467225	5106.90467225	27.731    	27.52702435	0.0       	0         	-10162.76829596	-10152.16512065	-3481.75205181	-3477.00687365	-13629.1719943
tm        	0.02-0.13 	32129.3367	0.02      	993.1723  	5106.90467225	5106.90467225	27.497    	27.39388583	0.0       	0         	-10225.28651835	-10195.1053472	-3614.13083928	-3615.62181156	-13810.72715876
tm        	0.02-0.14 	31760.034 	0.02      	1069.5701 	5106.90467225	5106.90467225	27.377    	27.2607473	0.0       	0         	-10225.3039316	-10244.85261387	-3747.58255349	-3754.23992767	-13999.09254154
